year	number	party_name	report_date	report_url	verify_url
2018	32	Политическая партия «Трудовая партия России»	 25.03.2019 	/politparty/finance/svodn_otchet_18/TRUDOVAYA.PDF	/politparty/finance/svodn_otchet_18/TRUDOVAYA.doc
2018	33	Политическая партия «Против всех»	 29.01.2019 	/politparty/finance/svodn_otchet_18/PROTIV_VSEH.PDF	/politparty/finance/svodn_otchet_18/PROTIV_VSEH.doc
2018	34	Политическая партия «Российская Социалистическая партия»	 28.03.2019 	/politparty/finance/svodn_otchet_18/RSP.PDF	/politparty/finance/svodn_otchet_18/RSP.doc
2018	35	Политическая партия «ПАРТИЯ ВЕТЕРАНОВ РОССИИ»	 28.03.2019 	/politparty/finance/svodn_otchet_18/VETERANOV_ROSSII.PDF	/politparty/finance/svodn_otchet_18/VETERANOV_ROSSII.doc
2018	36	Политическая партия «Российский Объединённый Трудовой Фронт»	 27.03.2019 	/politparty/finance/svodn_otchet_18/ROT_FRONT.PDF	/politparty/finance/svodn_otchet_18/ROT_FRONT.doc
2018	37	Всероссийская политическая партия «ПАРТИЯ ДЕЛА»	 26.03.2019 	/politparty/finance/svodn_otchet_18/DELA.PDF	/politparty/finance/svodn_otchet_18/DELA.docx
2018	38	Всероссийская политическая партия «РОДИНА»	 28.03.2019 	/politparty/finance/svodn_otchet_18/RODINA.PDF	/politparty/finance/svodn_otchet_18/RODINA.doc
2018	39	Всероссийская политическая партия «Союз Труда»	 22.03.2019 	/politparty/finance/svodn_otchet_18/SOUZ_TRUDA.PDF	/politparty/finance/svodn_otchet_18/SOUZ_TRUDA.doc
2018	40	Всероссийская политическая партия «Женский Диалог»	 29.03.2019 	/politparty/finance/svodn_otchet_18/JENSKIY_DIALOG.PDF	/politparty/finance/svodn_otchet_18/JENSKIY_DIALOG.docx
2018	41	Всероссийская политическая партия «Партия Возрождения Села»	 01.04.2019 	/politparty/finance/svodn_otchet_18/V_SELA.PDF	/politparty/finance/svodn_otchet_18/V_SELA.doc
2018	42	Общественная организация ─ Всероссийская политическая партия «ЗАЩИТНИКИ ОТЕЧЕСТВА»	 30.03.2019 	/politparty/finance/svodn_otchet_18/ZASCHITNIKI_OTECHESTVA.PDF	/politparty/finance/svodn_otchet_18/ZASCHITNIKI_OTECHESTVA.doc
2018	43	Политическая партия «Казачья партия Российской Федерации»	 27.03.2019 	/politparty/finance/svodn_otchet_18/KAZACHYA.PDF	/politparty/finance/svodn_otchet_18/KAZACHYA.docx
2018	44	Общероссийская политическая партия «РАЗВИТИЕ РОССИИ»	 21.03.2019 	/politparty/finance/svodn_otchet_18/RAZVITIE_ROSSII.PDF	/politparty/finance/svodn_otchet_18/RAZVITIE_ROSSII.doc
2018	45	Политическая партия «Демократическая правовая Россия»	 21.01.2019 	/politparty/finance/svodn_otchet_18/DEM_PRAVOVAYA.PDF	/politparty/finance/svodn_otchet_18/DEM_PRAVOVAYA.doc
2018	46	Всероссийская политическая партия «Партия Великое Отечество»	 01.04.2019 	/politparty/finance/svodn_otchet_18/VELIKOE_OTECHESTVO.PDF	/politparty/finance/svodn_otchet_18/VELIKOE_OTECHESTVO.doc
2018	47	Всероссийская политическая партия «Российская партия садоводов»	 05.02.2019 	/politparty/finance/svodn_otchet_18/SADOVODOV.PDF	/politparty/finance/svodn_otchet_18/SADOVODOV.doc
2018	48	Всероссийская политическая партия «Гражданская инициатива»	 11.03.2019 	/politparty/finance/svodn_otchet_18/GRAZD_INICIATIVA.PDF	/politparty/finance/svodn_otchet_18/GRAZD_INICIATIVA.docx
2018	49	Политическая партия «Партия Возрождения России»	 01.04.2019 	/politparty/finance/svodn_otchet_18/VOZROZHDENIE_ROSSII.PDF	/politparty/finance/svodn_otchet_18/VOZROZHDENIE_ROSSII.doc
2018	50	Политическая партия «Национальный курс»	 26.03.2019 	/politparty/finance/svodn_otchet_18/KURS.PDF	/politparty/finance/svodn_otchet_18/KURS.doc
2018	51	Общероссийская политическая партия «НАРОД ПРОТИВ КОРРУПЦИИ»	 26.03.2019 	/politparty/finance/svodn_otchet_18/PROTIV_KORRUPCII.PDF	/politparty/finance/svodn_otchet_18/PROTIV_KORRUPCII.doc
2018	52	Политическая партия «Родная партия»	 26.03.2019 	/politparty/finance/svodn_otchet_18/RODNAYA.PDF	/politparty/finance/svodn_otchet_18/RODNAYA.doc
2018	53	Всероссийская политическая партия «Интернациональная партия России»	 21.03.2019 	/politparty/finance/svodn_otchet_18/INTERNACIONAL.PDF	/politparty/finance/svodn_otchet_18/INTERNACIONAL.doc
2018	54	Политическая партия «ПАРТИЯ СОЦИАЛЬНЫХ РЕФОРМ - Прибыль от природных ресурсов - Народу»	 01.04.2019 	/politparty/finance/svodn_otchet_18/SOCIALNYH_REFORM.PDF	/politparty/finance/svodn_otchet_18/SOCIALNYH_REFORM.doc
2018	55	Политическая партия «Объединенная партия людей ограниченной трудоспособности России»	 27.03.2019 	/politparty/finance/svodn_otchet_18/OPLOT.PDF	/politparty/finance/svodn_otchet_18/OPLOT.doc
2018	56	Общественная организация - Политическая партия «Добрых дел, защиты детей, женщин, свободы, природы и пенсионеров»	 25.03.2019 	/politparty/finance/svodn_otchet_18/DOBRIH_DEL.PDF	/politparty/finance/svodn_otchet_18/DOBRIH_DEL.doc
2018	57	Общественная организация - Политическая партия «Возрождение аграрной России»	 14.02.2019 	/politparty/finance/svodn_otchet_18/VOZR. AGRAR. ROSSII.PDF	/politparty/finance/svodn_otchet_18/VOZR. AGRAR. ROSSII.docx
2018	58	Политическая партия «Альтернатива для России (Партия Социалистического выбора)»	 01.04.2019 	/politparty/finance/svodn_otchet_18/ALTERNATIVA DLYA ROSSII.PDF	/politparty/finance/svodn_otchet_18/ALTERNATIVA DLYA ROSSII.docx
2018	59	Общественная организация - Политическая партия «ПАРТИЯ РОДИТЕЛЕЙ БУДУЩЕГО»	 18.04.2019 	/politparty/finance/svodn_otchet_18/RODITELEY.PDF	/politparty/finance/svodn_otchet_18/RODITELEY.doc
2018	60	Политическая партия «Партия Малого Бизнеса России»	 29.03.2019 	/politparty/finance/svodn_otchet_18/MALOGO BIZNESA.PDF	/politparty/finance/svodn_otchet_18/MALOGO BIZNESA.doc
2018	61	Политическая партия «Народно-патриотическая партия России – Власть Народу»	 21.03.2019 	/politparty/finance/svodn_otchet_18/VLAST_NARODU.PDF	/politparty/finance/svodn_otchet_18/VLAST_NARODU.doc
2017	1	Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	 02.04.2018 	/politparty/finance/svodn_otchet_17/edinaya_rossia.pdf	/politparty/finance/svodn_otchet_17/edinaya_rossia.doc
2017	2	Политическая партия «КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ»	 29.03.2018 	/politparty/finance/svodn_otchet_17/kprf.pdf	/politparty/finance/svodn_otchet_17/kprf.doc
2017	3	Политическая партия ЛДПР – Либерально-демократическая партия России	 30.03.2018 	/politparty/finance/svodn_otchet_17/ldpr.pdf	/politparty/finance/svodn_otchet_17/ldpr.doc
2017	4	Политическая партия «ПАТРИОТЫ РОССИИ»	 30.03.2018 	/politparty/finance/svodn_otchet_17/patrioty.pdf	/politparty/finance/svodn_otchet_17/patrioty.doc
2017	5	Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	 28.03.2018 	/politparty/finance/svodn_otchet_17/yabloko.pdf	/politparty/finance/svodn_otchet_17/yabloko.doc
2017	6	Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	 28.03.2018 	/politparty/finance/svodn_otchet_17/spravedlivaya.pdf	/politparty/finance/svodn_otchet_17/spravedlivaya.doc
2017	7	Всероссийская политическая партия «ПАРТИЯ РОСТА»	 02.04.2018 	/politparty/finance/svodn_otchet_17/partiy_rosta.pdf	/politparty/finance/svodn_otchet_17/partiy_rosta.doc
2017	8	Политическая партия «Партия народной свободы» (ПАРНАС)	 30.03.2018 	/politparty/finance/svodn_otchet_17/parnas.pdf	/politparty/finance/svodn_otchet_17/parnas.doc
2017	9	Политическая партия «Демократическая партия России»	 18.01.2018 	/politparty/finance/svodn_otchet_17/demokr.partiya.pdf	/politparty/finance/svodn_otchet_17/demokr.partiya.doc
2017	10	Общероссийская политическая партия «Народная партия «За женщин России»	 14.03.2018 	/politparty/finance/svodn_otchet_17/za_zhenschin.pdf	/politparty/finance/svodn_otchet_17/za_zhenschin.doc
2017	11	ПОЛИТИЧЕСКАЯ ПАРТИЯ «АЛЬЯНС ЗЕЛЕНЫХ»	 26.03.2018 	/politparty/finance/svodn_otchet_17/alliance_zelenyh.pdf	/politparty/finance/svodn_otchet_17/alliance_zelenyh.doc
2017	12	Политическая партия «Союз Горожан»	 18.01.2018 	/politparty/finance/svodn_otchet_17/soyuz_gorojan.pdf	/politparty/finance/svodn_otchet_17/soyuz_gorojan.doc
2017	13	Всероссийская политическая партия «Народная партия России»	 18.01.2018 	/politparty/finance/svodn_otchet_17/narodnaya_partiya.pdf	/politparty/finance/svodn_otchet_17/narodnaya_partiya.doc
2017	14	Политическая партия «ГРАЖДАНСКАЯ ПОЗИЦИЯ»	 18.01.2018 	/politparty/finance/svodn_otchet_17/grajd._poziciya.pdf	/politparty/finance/svodn_otchet_17/grajd._poziciya.doc
2017	15	Всероссийская политическая партия «Социал-демократическая партия России»	 18.01.2018 	/politparty/finance/svodn_otchet_17/social-demokr.pdf	/politparty/finance/svodn_otchet_17/social-demokr.doc
2017	16	Политическая партия «Коммунистическая партия социальной справедливости»	 18.01.2018 	/politparty/finance/svodn_otchet_17/kpss.pdf	/politparty/finance/svodn_otchet_17/kpss.doc
2017	17	Всероссийская политическая партия «Партия пенсионеров России»	 29.03.2018 	/politparty/finance/svodn_otchet_17/pensionerov_rossii.pdf	/politparty/finance/svodn_otchet_17/pensionerov_rossii.doc
2017	18	Политическая партия «Города России»	 29.03.2018 	/politparty/finance/svodn_otchet_17/goroda_rossii.pdf	/politparty/finance/svodn_otchet_17/goroda_rossii.doc
2017	19	Политическая партия «Молодая Россия»	 27.04.2018 	/politparty/finance/svodn_otchet_17/molodaya.pdf	/politparty/finance/svodn_otchet_17/molodaya.doc
2017	20	Всероссийская политическая партия «Партия свободных граждан»	 15.03.2018 	/politparty/finance/svodn_otchet_17/svobodnyh_grazdan.pdf	/politparty/finance/svodn_otchet_17/svobodnyh_grazdan.doc
2017	21	Политическая партия «Российская экологическая партия «Зелёные»	 20.03.2018 	/politparty/finance/svodn_otchet_17/zeleniye.pdf	/politparty/finance/svodn_otchet_17/zeleniye.docx
2017	22	Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	 02.04.2018 	/politparty/finance/svodn_otchet_17/kommunisty_rossii.pdf	/politparty/finance/svodn_otchet_17/kommunisty_rossii.doc
2017	23	Всероссийская политическая партия «Аграрная партия России»	 30.03.2018 	/politparty/finance/svodn_otchet_17/apr.pdf	/politparty/finance/svodn_otchet_17/apr.doc
2017	24	Общественная организация ─ политическая партия «РОССИЙСКИЙ ОБЩЕНАРОДНЫЙ СОЮЗ»	 02.04.2018 	/politparty/finance/svodn_otchet_17/ros.pdf	/politparty/finance/svodn_otchet_17/ros.doc
2017	25	Всероссийская политическая партия ПАРТИЯ ЗА СПРАВЕДЛИВОСТЬ!	 24.01.2018 	/politparty/finance/svodn_otchet_17/za_spravedlivost.pdf	/politparty/finance/svodn_otchet_17/za_spravedlivost.doc
2017	26	Политическая партия СОЦИАЛЬНОЙ ЗАЩИТЫ	 13.04.2018 	/politparty/finance/svodn_otchet_17/socialnoy_zaschity.pdf	/politparty/finance/svodn_otchet_17/socialnoy_zaschity.doc
2017	27	Общественная организация Всероссийская политическая партия «Гражданская Сила»	 30.03.2018 	/politparty/finance/svodn_otchet_17/grazhd_sila.pdf	/politparty/finance/svodn_otchet_17/grazhd_sila.doc
2017	28	Политическая партия «Российская партия пенсионеров за социальную справедливость»	 02.04.2018 	/politparty/finance/svodn_otchet_17/pensioneri_za_spraved.pdf	/politparty/finance/svodn_otchet_17/pensioneri_za_spraved.docx
2017	29	Всероссийская политическая партия «НАРОДНЫЙ АЛЬЯНС»	 18.01.2018 	/politparty/finance/svodn_otchet_17/narodniy_alians.pdf	/politparty/finance/svodn_otchet_17/narodniy_alians.doc
2017	30	Политическая партия «Монархическая партия»	 26.01.2018 	/politparty/finance/svodn_otchet_17/monarhicheskaya.pdf	/politparty/finance/svodn_otchet_17/monarhicheskaya.doc
2017	31	Политическая партия «Гражданская Платформа»	 29.03.2018 	/politparty/finance/svodn_otchet_17/grazhd_platforma.pdf	/politparty/finance/svodn_otchet_17/grazhd_platforma.doc
2017	32	Всероссийская политическая партия «ЧЕСТНО» /Человек. Справедливость. Ответственность/»	 02.04.2018 	/politparty/finance/svodn_otchet_17/chestno.pdf	/politparty/finance/svodn_otchet_17/chestno.doc
2017	33	Политическая партия «Трудовая партия России»	 20.03.2018 	/politparty/finance/svodn_otchet_17/trudovaya.pdf	/politparty/finance/svodn_otchet_17/trudovaya.doc
2017	34	Политическая партия «Против всех»	 30.01.2018 	/politparty/finance/svodn_otchet_17/protiv_vseh.pdf	/politparty/finance/svodn_otchet_17/protiv_vseh.doc
2017	35	Политическая партия «Российская Социалистическая партия»	 29.03.2018 	/politparty/finance/svodn_otchet_17/socialisticheskaya.pdf	/politparty/finance/svodn_otchet_17/socialisticheskaya.doc
2017	36	Политическая партия «ПАРТИЯ ВЕТЕРАНОВ РОССИИ»	 29.03.2018 	/politparty/finance/svodn_otchet_17/veteranov_rossii.pdf	/politparty/finance/svodn_otchet_17/veteranov_rossii.doc
2017	37	Политическая партия «Российский Объединённый Трудовой Фронт»	 22.03.2018 	/politparty/finance/svodn_otchet_17/rot_front.pdf	/politparty/finance/svodn_otchet_17/rot_front.doc
2017	38	Всероссийская политическая партия «ПАРТИЯ ДЕЛА»	 22.03.2018 	/politparty/finance/svodn_otchet_17/dela.pdf	/politparty/finance/svodn_otchet_17/dela.doc
2017	39	Политическая партия «НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ РОССИИ»	 не представлен 		
2017	40	Всероссийская политическая партия «РОДИНА»	 30.03.2018 	/politparty/finance/svodn_otchet_17/rodina.pdf	/politparty/finance/svodn_otchet_17/rodina.doc
2017	41	Всероссийская политическая партия «Союз Труда»	 22.03.2018 	/politparty/finance/svodn_otchet_17/souz_truda.pdf	/politparty/finance/svodn_otchet_17/souz_truda.doc
2017	42	Политическая партия «Российская партия народного управления»	 29.01.2018 	/politparty/finance/svodn_otchet_17/rpnu.pdf	/politparty/finance/svodn_otchet_17/rpnu.doc
2017	43	Всероссийская политическая партия «Женский Диалог»	 24.01.2018 	/politparty/finance/svodn_otchet_17/jenskiy_dialog.pdf	/politparty/finance/svodn_otchet_17/jenskiy_dialog.docx
2017	44	Всероссийская политическая партия «Партия Возрождения Села»	 29.03.2018 	/politparty/finance/svodn_otchet_17/v_sela.pdf	/politparty/finance/svodn_otchet_17/v_sela.doc
2017	45	Общественная организация ─ Всероссийская политическая партия «ЗАЩИТНИКИ ОТЕЧЕСТВА»	 30.03.2018 	/politparty/finance/svodn_otchet_17/zaschitniki_otechestva.pdf	/politparty/finance/svodn_otchet_17/zaschitniki_otechestva.doc
2017	46	Политическая партия «Казачья партия Российской Федерации»	 27.03.2018 	/politparty/finance/svodn_otchet_17/kazachya.pdf	/politparty/finance/svodn_otchet_17/kazachya.docx
2017	47	Общероссийская политическая партия «РАЗВИТИЕ РОССИИ»	 30.01.2018 	/politparty/finance/svodn_otchet_17/razvitie_rossii.pdf	/politparty/finance/svodn_otchet_17/razvitie_rossii.doc
2017	48	Политическая партия «Демократическая правовая Россия»	 02.03.2018 	/politparty/finance/svodn_otchet_17/dem_pravovaya.pdf	/politparty/finance/svodn_otchet_17/dem_pravovaya.doc
2017	49	Политическая партия «Общероссийская политическая партия «ДОСТОИНСТВО»	 19.01.2018 	/politparty/finance/svodn_otchet_17/dostoinstvo.pdf	/politparty/finance/svodn_otchet_17/dostoinstvo.docx
2017	50	Всероссийская политическая партия «Партия Великое Отечество»	 02.04.2018 	/politparty/finance/svodn_otchet_17/velikoe_otechestvo.pdf	/politparty/finance/svodn_otchet_17/velikoe_otechestvo.doc
2017	51	Всероссийская политическая партия «Российская партия садоводов»	 27.03.2018 	/politparty/finance/svodn_otchet_17/sadovodov.pdf	/politparty/finance/svodn_otchet_17/sadovodov.doc
2017	52	Всероссийская политическая партия «Гражданская инициатива»	 22.03.2018 	/politparty/finance/svodn_otchet_17/grazd_iniciativa.pdf	/politparty/finance/svodn_otchet_17/grazd_iniciativa.doc
2017	53	Политическая партия «Партия Возрождения России»	 30.03.2018 	/politparty/finance/svodn_otchet_17/vozrozhdenia_rossii.pdf	/politparty/finance/svodn_otchet_17/vozrozhdenia_rossii.doc
2017	54	Политическая партия «Национальный курс»	 26.02.2018 	/politparty/finance/svodn_otchet_17/kurs.pdf	/politparty/finance/svodn_otchet_17/kurs.doc
2017	55	Общероссийская политическая партия «НАРОД ПРОТИВ КОРРУПЦИИ»	 27.03.2018 	/politparty/finance/svodn_otchet_17/protiv_korrupcii.pdf	/politparty/finance/svodn_otchet_17/protiv_korrupcii.doc
2017	56	Политическая партия «Родная партия»	 28.03.2018 	/politparty/finance/svodn_otchet_17/rodnaya.pdf	/politparty/finance/svodn_otchet_17/rodnaya.doc
2017	57	Политическая партия «Спортивная партия России «ЗДОРОВЫЕ СИЛЫ»	 09.04.2018 	/politparty/finance/svodn_otchet_17/zdorovie_sily.pdf	/politparty/finance/svodn_otchet_17/zdorovie_sily.doc
2017	58	Всероссийская политическая партия «Интернациональная партия России»	 29.01.2018 	/politparty/finance/svodn_otchet_17/internacional.pdf	/politparty/finance/svodn_otchet_17/internacional.doc
2017	59	Политическая партия «ПАРТИЯ СОЦИАЛЬНЫХ РЕФОРМ - Прибыль от природных ресурсов - Народу»	 28.03.2018 	/politparty/finance/svodn_otchet_17/socialnyh_reform.pdf	/politparty/finance/svodn_otchet_17/socialnyh_reform.doc
2017	60	Политическая партия «Объединенная партия людей ограниченной трудоспособности России»	 31.01.2018 	/politparty/finance/svodn_otchet_17/oplot.pdf	/politparty/finance/svodn_otchet_17/oplot.doc
2017	61	Общественная организация - Политическая партия «Добрых дел, защиты детей, женщин, свободы, природы и пенсионеров»	 30.01.2018 	/politparty/finance/svodn_otchet_17/dobrih_del.pdf	/politparty/finance/svodn_otchet_17/dobrih_del.doc
2017	62	Общественная организация - Политическая партия «Возрождение аграрной России»	 17.04.2018 	/politparty/finance/svodn_otchet_17/vozr._agrar._rossii.pdf	/politparty/finance/svodn_otchet_17/vozr._agrar._rossii.docx
2017	63	Общественная организация - Политическая партия «Партия Поддержки»	 28.03.2018 	/politparty/finance/svodn_otchet_17/podderzhki.pdf	/politparty/finance/svodn_otchet_17/podderzhki.doc
2017	64	Общественная организация - Политическая партия «ПАРТИЯ РОДИТЕЛЕЙ БУДУЩЕГО»	 02.04.2018 	/politparty/finance/svodn_otchet_17/roditeley.pdf	/politparty/finance/svodn_otchet_17/roditeley.doc
2017	65	Политическая партия «Партия Малого Бизнеса России»	 02.04.2018 	/politparty/finance/svodn_otchet_17/malogo_biznesa.pdf	/politparty/finance/svodn_otchet_17/malogo_biznesa.doc
2017	66	Всероссийская политическая партия «БЕСПАРТИЙНАЯ РОССИЯ»	 26.01.2018 	/politparty/finance/svodn_otchet_17/bespartijnaya.pdf	/politparty/finance/svodn_otchet_17/bespartijnaya.doc
2016	1.	Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	 31.03.2017 	/politparty/finance/svodn_otchet_16/EDINAYA_ROSSIA.PDF	/politparty/finance/svodn_otchet_16/EDINAYA.doc
2016	2.	Политическая партия «КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ»	 31.03.2017 	/politparty/finance/svodn_otchet_16/KPRF.pdf	/politparty/finance/svodn_otchet_16/KPRF.doc
2016	3.	Политическая партия ЛДПР	 31.03.2017 	/politparty/finance/svodn_otchet_16/LDPR.pdf	/politparty/finance/svodn_otchet_16/LDPR.doc
2016	4.	Политическая партия «ПАТРИОТЫ РОССИИ»	 31.03.2017 	/politparty/finance/svodn_otchet_16/PATRIOTY.pdf	/politparty/finance/svodn_otchet_16/PATRIOTY.doc
2016	5.	Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	 24.03.2017 	/politparty/finance/svodn_otchet_16/YABLOKO.pdf	/politparty/finance/svodn_otchet_16/YABLOKO.doc
2016	6.	Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	 30.03.2017 	/politparty/finance/svodn_otchet_16/SPAVEDLIVAYA.pdf	/politparty/finance/svodn_otchet_16/SPAVEDLIVAYA.doc
2016	7.	Всероссийская политическая партия «ПАРТИЯ РОСТА»	 31.03.2017 	/politparty/finance/svodn_otchet_16/PARTIY_ROSTA.PDF	/politparty/finance/svodn_otchet_16/PARTIY_ROSTA.doc
2016	8.	Политическая партия «Партия народной свободы» (быв. РПР-ПАРНАС)	 24.03.2017 	/politparty/finance/svodn_otchet_16/PARNAS.pdf	/politparty/finance/svodn_otchet_16/PARNAS.doc
